region,year,scenario,dT_celsius,mu_forward,sig_forward,put_price_lakh,call_price_lakh,p_drought
Vidarbha,2058,SSP585,3.999,1256.0,218.5,0.0974,8.0557,0.0149
Vidarbha,2059,SSP245,2.0,1146.2,189.6,0.186,3.5377,0.0359
Vidarbha,2059,SSP585,4.0,1256.0,218.6,0.0672,7.9564,0.0149
Vidarbha,2060,SSP245,2.0,1146.2,189.6,0.187,3.6456,0.0359
Vidarbha,2060,SSP585,4.0,1256.0,218.6,0.082,8.0718,0.0149
West_Bengal,2025,SSP245,0.8,1257.6,134.6,0.038,0.5507,0.0098
West_Bengal,2025,SSP585,0.6,1244.8,132.3,0.0449,0.4303,0.0119
West_Bengal,2026,SSP245,0.88,1262.7,135.5,0.0398,0.6168,0.0091
West_Bengal,2026,SSP585,0.671,1249.4,133.1,0.0392,0.4783,0.0111
West_Bengal,2027,SSP245,0.96,1267.8,136.4,0.0291,0.6883,0.0085
West_Bengal,2027,SSP585,0.744,1254.0,133.9,0.03,0.4555,0.0104
West_Bengal,2028,SSP245,1.04,1273.0,137.3,0.0284,0.7051,0.0078
West_Bengal,2028,SSP585,0.819,1258.8,134.8,0.0387,0.5545,0.0097
West_Bengal,2029,SSP245,1.12,1278.1,138.2,0.0319,0.8327,0.0073
West_Bengal,2029,SSP585,0.896,1263.7,135.7,0.0323,0.6072,0.009
West_Bengal,2030,SSP245,1.2,1283.2,139.1,0.0283,0.8736,0.0067
West_Bengal,2030,SSP585,0.975,1268.8,136.6,0.0279,0.6808,0.0083
West_Bengal,2031,SSP245,1.28,1288.3,140.0,0.022,0.9602,0.0062
West_Bengal,2031,SSP585,1.056,1274.0,137.5,0.0294,0.7801,0.0077
West_Bengal,2032,SSP245,1.36,1293.4,140.9,0.0258,1.0847,0.0058
West_Bengal,2032,SSP585,1.139,1279.3,138.4,0.0242,0.8391,0.0071
West_Bengal,2033,SSP245,1.44,1298.5,141.8,0.0194,1.1506,0.0054
West_Bengal,2033,SSP585,1.224,1284.7,139.4,0.0237,0.9602,0.0066
West_Bengal,2034,SSP245,1.52,1303.6,142.7,0.0164,1.3132,0.005
West_Bengal,2034,SSP585,1.311,1290.3,140.4,0.0317,0.9638,0.0061
West_Bengal,2035,SSP245,1.6,1308.8,143.6,0.021,1.4119,0.0046
West_Bengal,2035,SSP585,1.4,1296.0,141.4,0.0177,1.1137,0.0056
West_Bengal,2036,SSP245,1.68,1313.9,144.5,0.0165,1.4649,0.0043
West_Bengal,2036,SSP585,1.491,1301.8,142.4,0.0189,1.278,0.0051
West_Bengal,2037,SSP245,1.76,1319.0,145.4,0.0112,1.5514,0.004
West_Bengal,2037,SSP585,1.584,1307.7,143.4,0.0173,1.2961,0.0047
West_Bengal,2038,SSP245,1.84,1324.1,146.3,0.0167,1.7481,0.0037
West_Bengal,2038,SSP585,1.679,1313.8,144.5,0.0276,1.4487,0.0043
West_Bengal,2039,SSP245,1.92,1329.2,147.2,0.014,1.8061,0.0034
West_Bengal,2039,SSP585,1.776,1320.0,145.6,0.0144,1.5918,0.0039
West_Bengal,2040,SSP245,2.0,1334.3,148.1,0.0107,2.0194,0.0032
West_Bengal,2040,SSP585,1.875,1326.3,146.7,0.0068,1.8466,0.0036
West_Bengal,2041,SSP245,2.0,1334.3,148.1,0.0086,1.9307,0.0032
West_Bengal,2041,SSP585,1.976,1332.8,147.9,0.0134,1.9874,0.0032
West_Bengal,2042,SSP245,2.0,1334.3,148.1,0.0057,1.9748,0.0032
West_Bengal,2042,SSP585,2.079,1339.4,149.0,0.0097,2.0094,0.0029
West_Bengal,2043,SSP245,2.0,1334.3,148.1,0.0105,1.9509,0.0032
West_Bengal,2043,SSP585,2.184,1346.1,150.2,0.0103,2.2033,0.0027
West_Bengal,2044,SSP245,2.0,1334.3,148.1,0.0087,2.0024,0.0032
West_Bengal,2044,SSP585,2.291,1352.9,151.4,0.0101,2.5217,0.0024
West_Bengal,2045,SSP245,2.0,1334.3,148.1,0.0102,1.9494,0.0032
West_Bengal,2045,SSP585,2.4,1359.9,152.7,0.0083,2.7391,0.0022
West_Bengal,2046,SSP245,2.0,1334.3,148.1,0.0061,1.9649,0.0032
West_Bengal,2046,SSP585,2.511,1367.0,153.9,0.0088,3.0735,0.002
West_Bengal,2047,SSP245,2.0,1334.3,148.1,0.0107,1.9244,0.0032
West_Bengal,2047,SSP585,2.624,1374.2,155.2,0.0077,3.2378,0.0018
West_Bengal,2048,SSP245,2.0,1334.3,148.1,0.0126,1.938,0.0032
West_Bengal,2048,SSP585,2.739,1381.6,156.5,0.0081,3.391,0.0016
West_Bengal,2049,SSP245,2.0,1334.3,148.1,0.008,2.022,0.0032
West_Bengal,2049,SSP585,2.856,1389.1,157.8,0.01,3.6212,0.0014
West_Bengal,2050,SSP245,2.0,1334.3,148.1,0.0095,2.0715,0.0032
West_Bengal,2050,SSP585,2.975,1396.7,159.2,0.004,4.3295,0.0013
West_Bengal,2051,SSP245,2.0,1334.3,148.1,0.0099,1.9569,0.0032
West_Bengal,2051,SSP585,3.096,1404.4,160.5,0.0037,4.3459,0.0011
West_Bengal,2052,SSP245,2.0,1334.3,148.1,0.014,1.9905,0.0032
West_Bengal,2052,SSP585,3.219,1412.3,161.9,0.0047,4.6961,0.001
West_Bengal,2053,SSP245,2.0,1334.3,148.1,0.011,1.9392,0.0032
West_Bengal,2053,SSP585,3.344,1420.3,163.3,0.0038,5.1252,0.0009
West_Bengal,2054,SSP245,2.0,1334.3,148.1,0.0133,1.9685,0.0032
West_Bengal,2054,SSP585,3.471,1428.4,164.8,0.004,5.5227,0.0008
West_Bengal,2055,SSP245,2.0,1334.3,148.1,0.0095,1.8651,0.0032
West_Bengal,2055,SSP585,3.6,1436.6,166.2,0.0016,5.7953,0.0007
West_Bengal,2056,SSP245,2.0,1334.3,148.1,0.0083,1.9466,0.0032
West_Bengal,2056,SSP585,3.731,1445.0,167.7,0.0012,6.1843,0.0006
West_Bengal,2057,SSP245,2.0,1334.3,148.1,0.0106,1.9093,0.0032
West_Bengal,2057,SSP585,3.864,1453.5,169.2,0.0021,6.6693,0.0006
West_Bengal,2058,SSP245,2.0,1334.3,148.1,0.0079,2.0465,0.0032
West_Bengal,2058,SSP585,3.999,1462.2,170.7,0.0022,7.0481,0.0005
West_Bengal,2059,SSP245,2.0,1334.3,148.1,0.008,1.9641,0.0032
West_Bengal,2059,SSP585,4.0,1462.2,170.7,0.0042,7.2601,0.0005
West_Bengal,2060,SSP245,2.0,1334.3,148.1,0.0062,1.9416,0.0032
West_Bengal,2060,SSP585,4.0,1462.2,170.7,0.0026,7.0831,0.0005
